Player,Level,Pair_Label,From,To,Seq,X,Y,Timestamp
surya,1,3 → 4,3,4,3,1286.0,395.8,3.260
surya,1,3 → 4,3,4,3,1278.2,395.8,3.262
surya,1,3 → 4,3,4,3,1270.4,395.8,3.265
surya,1,3 → 4,3,4,3,1262.5,398.4,3.267
surya,1,3 → 4,3,4,3,1249.5,398.4,3.269
surya,1,3 → 4,3,4,3,1244.3,401.0,3.272
surya,1,3 → 4,3,4,3,1236.5,403.6,3.274
surya,1,3 → 4,3,4,3,1228.7,403.6,3.276
surya,1,3 → 4,3,4,3,1223.5,403.6,3.279
surya,1,3 → 4,3,4,3,1220.9,406.2,3.281
surya,1,4 → 5,4,5,4,1231.3,414.0,4.094
surya,1,4 → 5,4,5,4,1223.5,401.0,4.097
surya,1,4 → 5,4,5,4,1215.7,393.2,4.100
surya,1,4 → 5,4,5,4,1205.3,380.1,4.102
surya,1,4 → 5,4,5,4,1197.5,369.7,4.105
surya,1,4 → 5,4,5,4,1187.0,356.7,4.107
surya,1,4 → 5,4,5,4,1176.6,346.3,4.110
surya,1,4 → 5,4,5,4,1168.8,335.9,4.112
surya,1,4 → 5,4,5,4,1158.4,325.5,4.115
surya,1,4 → 5,4,5,4,1153.2,317.6,4.117
surya,1,4 → 5,4,5,4,1145.4,312.4,4.120
surya,1,4 → 5,4,5,4,1140.2,307.2,4.122
surya,1,4 → 5,4,5,4,1135.0,304.6,4.125
surya,1,4 → 5,4,5,4,1132.4,302.0,4.127
surya,1,4 → 5,4,5,4,1129.8,296.8,4.130
surya,1,4 → 5,4,5,4,1124.6,294.2,4.133
surya,1,4 → 5,4,5,4,1121.9,294.2,4.135
surya,1,4 → 5,4,5,4,1121.9,291.6,4.138
surya,1,4 → 5,4,5,4,1119.3,289.0,4.140
surya,1,4 → 5,4,5,4,1116.7,286.4,4.143
surya,1,4 → 5,4,5,4,1111.5,283.8,4.145
surya,1,4 → 5,4,5,4,1108.9,281.2,4.148
surya,1,4 → 5,4,5,4,1103.7,276.0,4.150
surya,1,4 → 5,4,5,4,1101.1,273.4,4.153
surya,1,4 → 5,4,5,4,1098.5,270.8,4.155
surya,1,4 → 5,4,5,4,1095.9,268.2,4.158
surya,1,4 → 5,4,5,4,1095.9,265.6,4.160
surya,1,4 → 5,4,5,4,1093.3,265.6,4.163
surya,1,4 → 5,4,5,4,1090.7,265.6,4.166
surya,1,4 → 5,4,5,4,1090.7,263.0,4.168
surya,1,4 → 5,4,5,4,1088.1,263.0,4.171
surya,1,4 → 5,4,5,4,1085.5,263.0,4.173
surya,1,4 → 5,4,5,4,1082.9,263.0,4.176
surya,1,4 → 5,4,5,4,1080.3,260.4,4.178
surya,1,4 → 5,4,5,4,1077.7,260.4,4.181
surya,1,4 → 5,4,5,4,1075.1,260.4,4.183
surya,1,5 → 6,5,6,5,1075.1,260.4,4.727
surya,1,5 → 6,5,6,5,1059.5,252.6,4.730
surya,1,5 → 6,5,6,5,1049.0,252.6,4.733
surya,1,5 → 6,5,6,5,1033.4,252.6,4.736
surya,1,5 → 6,5,6,5,1017.8,252.6,4.740
surya,1,5 → 6,5,6,5,994.4,252.6,4.743
surya,1,5 → 6,5,6,5,973.5,257.8,4.746
surya,1,5 → 6,5,6,5,952.7,263.0,4.749
surya,1,5 → 6,5,6,5,931.9,268.2,4.753
surya,1,5 → 6,5,6,5,913.7,273.4,4.756
surya,1,5 → 6,5,6,5,879.8,278.6,4.759
surya,1,5 → 6,5,6,5,872.0,281.2,4.762
surya,1,5 → 6,5,6,5,861.6,283.8,4.766
surya,1,5 → 6,5,6,5,853.8,286.4,4.769
surya,1,5 → 6,5,6,5,851.2,286.4,4.772
surya,1,5 → 6,5,6,5,848.6,289.0,4.775
surya,1,5 → 6,5,6,5,846.0,291.6,4.779
surya,1,5 → 6,5,6,5,840.8,294.2,4.782
surya,1,5 → 6,5,6,5,838.1,294.2,4.785
surya,1,5 → 6,5,6,5,835.5,299.4,4.788
surya,1,5 → 6,5,6,5,830.3,304.6,4.791
surya,1,5 → 6,5,6,5,827.7,304.6,4.795
surya,1,5 → 6,5,6,5,822.5,309.8,4.798
surya,1,5 → 6,5,6,5,819.9,315.0,4.801
surya,1,5 → 6,5,6,5,819.9,317.6,4.804
surya,1,5 → 6,5,6,5,817.3,320.3,4.808
surya,1,5 → 6,5,6,5,817.3,322.9,4.811
surya,1,5 → 6,5,6,5,814.7,322.9,4.814
surya,1,5 → 6,5,6,5,812.1,325.5,4.817
surya,1,5 → 6,5,6,5,812.1,328.1,4.821
surya,1,5 → 6,5,6,5,809.5,330.7,4.824
surya,1,5 → 6,5,6,5,809.5,333.3,4.827
surya,1,5 → 6,5,6,5,809.5,335.9,4.830
surya,1,5 → 6,5,6,5,809.5,338.5,4.834
surya,1,5 → 6,5,6,5,809.5,341.1,4.837
surya,1,5 → 6,5,6,5,809.5,343.7,4.840
surya,1,5 → 6,5,6,5,806.9,343.7,4.843
surya,1,5 → 6,5,6,5,806.9,346.3,4.846
surya,1,6 → 7,6,7,6,806.9,346.3,5.550
surya,1,6 → 7,6,7,6,799.1,354.1,5.552
surya,1,6 → 7,6,7,6,793.9,364.5,5.554
surya,1,6 → 7,6,7,6,786.1,374.9,5.556
surya,1,6 → 7,6,7,6,775.7,387.9,5.558
surya,1,6 → 7,6,7,6,762.6,401.0,5.560
surya,1,6 → 7,6,7,6,754.8,414.0,5.562
surya,1,6 → 7,6,7,6,739.2,429.6,5.564
surya,1,6 → 7,6,7,6,728.8,440.0,5.566
surya,1,6 → 7,6,7,6,723.6,453.0,5.568
surya,1,6 → 7,6,7,6,718.4,460.8,5.570
surya,1,6 → 7,6,7,6,715.8,466.1,5.572
surya,1,6 → 7,6,7,6,713.2,468.7,5.574
surya,1,6 → 7,6,7,6,710.6,471.3,5.576
surya,1,6 → 7,6,7,6,710.6,473.9,5.578
surya,1,6 → 7,6,7,6,710.6,476.5,5.580
surya,1,6 → 7,6,7,6,708.0,476.5,5.582
surya,1,6 → 7,6,7,6,705.4,479.1,5.584
surya,1,6 → 7,6,7,6,705.4,481.7,5.586
surya,1,6 → 7,6,7,6,705.4,484.3,5.588
surya,1,6 → 7,6,7,6,702.8,486.9,5.590
surya,1,6 → 7,6,7,6,700.2,489.5,5.592
surya,1,6 → 7,6,7,6,697.6,492.1,5.594
surya,1,7 → 8,7,8,7,697.6,492.1,6.342
surya,1,7 → 8,7,8,7,700.2,510.3,6.344
surya,1,7 → 8,7,8,7,702.8,520.7,6.347
surya,1,7 → 8,7,8,7,705.4,533.8,6.349
surya,1,7 → 8,7,8,7,705.4,546.8,6.352
surya,1,7 → 8,7,8,7,708.0,557.2,6.354
surya,1,7 → 8,7,8,7,710.6,572.8,6.356
surya,1,7 → 8,7,8,7,710.6,585.8,6.359
surya,1,7 → 8,7,8,7,713.2,601.4,6.361
surya,1,7 → 8,7,8,7,713.2,617.1,6.364
surya,1,7 → 8,7,8,7,715.8,630.1,6.366
surya,1,7 → 8,7,8,7,715.8,645.7,6.369
surya,1,7 → 8,7,8,7,715.8,658.7,6.371
surya,1,7 → 8,7,8,7,715.8,671.7,6.374
surya,1,7 → 8,7,8,7,715.8,687.4,6.376
surya,1,7 → 8,7,8,7,718.4,697.8,6.378
surya,1,7 → 8,7,8,7,718.4,710.8,6.381
surya,1,7 → 8,7,8,7,718.4,721.2,6.383
surya,1,7 → 8,7,8,7,718.4,731.6,6.386
surya,1,7 → 8,7,8,7,718.4,749.9,6.388
surya,1,7 → 8,7,8,7,718.4,757.7,6.391
surya,1,7 → 8,7,8,7,718.4,762.9,6.393
surya,1,7 → 8,7,8,7,718.4,765.5,6.396
surya,1,7 → 8,7,8,7,718.4,768.1,6.398
surya,1,7 → 8,7,8,7,718.4,770.7,6.401
surya,1,7 → 8,7,8,7,718.4,773.3,6.403
surya,1,7 → 8,7,8,7,721.0,773.3,6.405
surya,1,7 → 8,7,8,7,721.0,775.9,6.408
surya,1,7 → 8,7,8,7,721.0,778.5,6.410
surya,1,7 → 8,7,8,7,723.6,778.5,6.413
surya,1,7 → 8,7,8,7,723.6,781.1,6.415
surya,1,8 → 9,8,9,8,723.6,781.1,7.087
surya,1,8 → 9,8,9,8,734.0,783.7,7.089
surya,1,8 → 9,8,9,8,747.0,788.9,7.092
surya,1,8 → 9,8,9,8,760.0,794.1,7.094
surya,1,8 → 9,8,9,8,778.3,799.3,7.096
surya,1,8 → 9,8,9,8,799.1,804.5,7.099
surya,1,8 → 9,8,9,8,822.5,809.7,7.101
surya,1,8 → 9,8,9,8,843.4,814.9,7.104
surya,1,8 → 9,8,9,8,861.6,817.6,7.106
surya,1,8 → 9,8,9,8,877.2,820.2,7.109
surya,1,8 → 9,8,9,8,887.6,820.2,7.111
surya,1,8 → 9,8,9,8,898.0,820.2,7.114
surya,1,8 → 9,8,9,8,908.4,820.2,7.116
surya,1,8 → 9,8,9,8,918.9,820.2,7.119
surya,1,8 → 9,8,9,8,929.3,820.2,7.121
surya,1,8 → 9,8,9,8,944.9,820.2,7.124
surya,1,8 → 9,8,9,8,957.9,820.2,7.126
surya,1,8 → 9,8,9,8,973.5,820.2,7.129
surya,1,8 → 9,8,9,8,989.2,820.2,7.131
surya,1,8 → 9,8,9,8,1025.6,820.2,7.134
surya,1,8 → 9,8,9,8,1038.6,820.2,7.136
surya,1,8 → 9,8,9,8,1051.6,820.2,7.139
surya,1,8 → 9,8,9,8,1064.7,820.2,7.141
surya,1,8 → 9,8,9,8,1072.5,820.2,7.144
surya,1,8 → 9,8,9,8,1085.5,820.2,7.146
surya,1,8 → 9,8,9,8,1090.7,817.6,7.149
surya,1,8 → 9,8,9,8,1093.3,817.6,7.151
surya,1,8 → 9,8,9,8,1101.1,817.6,7.154
surya,1,8 → 9,8,9,8,1103.7,817.6,7.156
surya,1,8 → 9,8,9,8,1106.3,817.6,7.159
surya,1,8 → 9,8,9,8,1111.5,817.6,7.161
surya,1,8 → 9,8,9,8,1111.5,820.2,7.164
surya,1,8 → 9,8,9,8,1114.1,822.8,7.166
surya,1,8 → 9,8,9,8,1116.7,822.8,7.169
surya,1,8 → 9,8,9,8,1119.3,825.4,7.171
surya,1,8 → 9,8,9,8,1121.9,830.6,7.174
surya,1,8 → 9,8,9,8,1124.6,830.6,7.176
surya,1,8 → 9,8,9,8,1124.6,833.2,7.179
surya,1,8 → 9,8,9,8,1127.2,835.8,7.181
surya,1,8 → 9,8,9,8,1121.9,833.2,7.184
surya,1,8 → 9,8,9,8,1116.7,828.0,7.186
surya,1,8 → 9,8,9,8,1108.9,825.4,7.189
surya,1,8 → 9,8,9,8,1101.1,820.2,7.191
surya,1,8 → 9,8,9,8,1098.5,820.2,7.194
surya,1,8 → 9,8,9,8,1095.9,817.6,7.196
surya,1,8 → 9,8,9,8,1093.3,814.9,7.199
